caseid,liveurban,vote16,protest,vote,most_important_issue,confecon,ideology,partyID,universal_income,family_separation,free_college,forgive_loans,race,birthyr,sex,education,weight,fttrump,ftobama,ftbiden,ftwarren,ftsanders,ftbuttigieg,ftharris,ftblack,ftwhite,fthisp,ftasian,ftmuslim,ftillegal,ftjournal,ftnato,ftun,ftice,ftnra,ftchina,ftnkorea,ftmexico,ftsaudi,ftukraine,ftiran,ftbritain,ftgermany,ftjapan,ftisrael,ftfrance,ftcanada,ftturkey,ftrussia,ftpales,ftimmig,partisanship,ftbiden_level,age,age2,ftbiden_float,ftbiden_cat,ftbiden_str,prefersbiden,worried_econ,favor_both
51,City,Donald Trump,False,Donald Trump,It is divided.,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1945,Male,Some college,.891904784237684,99.0,32.0,35.0,32.0,30.0,50.0,50.0,90.0,90.0,81.0,80.0,41.0,31.0,40,49.0,60.0,94.0,83.0,84,46.0,87.0,51.0,50.0,50.0,91,85,90,90.0,50.0,94,50.0,80.0,50.0,88.0,-64.0,dislike,75,5625,35.0,35.0,35.0,False,False,False
52,Suburb,Someone else,False,Someone else,Political discord.,A little worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Oppose a moderate amount,Oppose a great deal,White,1944,Male,Post-graduate,.512936867758038,31.0,61.0,30.0,15.0,15.0,41.0,1.0,72.0,80.0,80.0,80.0,70.0,11.0,20,62.0,31.0,60.0,19.0,31,2.0,51.0,51.0,61.0,1.0,71,70,71,80.0,60.0,81,20.0,41.0,16.0,91.0,-1.0,dislike,76,5776,30.0,30.0,30.0,False,False,False
53,Town,Did not vote,False,Probably will not vote,"Racism, healthcare",Moderately worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Favor a moderate amount,Neither favor nor oppose,Other,1958,Male,High school graduate,.720153136814894,6.0,100.0,94.0,81.0,70.0,50.0,46.0,51.0,50.0,50.0,51.0,6.0,50.0,50,50.0,60.0,12.0,6.0,51,5.0,51.0,10.0,50.0,6.0,91,80,71,51.0,70.0,91,40.0,11.0,56.0,51.0,88.0,like,62,3844,94.0,94.0,94.0,True,True,False
54,City,Did not vote,False,Someone else,crooks in the white house,Moderately worried,Moderate,Independent,Neither favor nor oppose,Neither favor nor disagree,Oppose a little,Oppose a little,Black,1950,Male,4-year degree,.867551854990782,20.0,61.0,49.0,49.0,48.0,52.0,49.0,53.0,49.0,49.0,52.0,50.0,49.0,49,49.0,48.0,52.0,48.0,50,50.0,49.0,50.0,49.0,48.0,49,51,48,49.0,47.0,51,50.0,58.0,49.0,49.0,29.0,neutral,70,4900,49.0,49.0,49.0,True,True,False
55,City,Donald Trump,False,Donald Trump,The Press,Not at all worried,Moderate,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1945,Male,High school graduate,.971402016649825,89.0,20.0,21.0,5.0,6.0,31.0,21.0,51.0,100.0,85.0,71.0,7.0,12.0,6,50.0,5.0,90.0,90.0,30,10.0,10.0,31.0,10.0,6.0,90,45,91,100.0,70.0,96,11.0,11.0,10.0,91.0,-68.0,dislike,75,5625,21.0,21.0,21.0,False,False,False
56,Town,Donald Trump,False,Donald Trump,Obstructionism by the democratic party to the President's agenda.,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1952,Male,Some college,.891904784237684,98.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,90.0,90.0,96.0,50.0,10.0,5,50.0,16.0,95.0,70.0,25,1.0,50.0,21.0,41.0,5.0,60,40,80,35.0,40.0,50,20.0,50.0,41.0,90.0,-98.0,dislike,68,4624,0.0,0.0,0.0,False,False,False
57,Town,Donald Trump,False,Donald Trump,Ideological intolerance. We can't talk to each other any more.,Moderately worried,Moderate,Independent,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,Other,1957,Female,Post-graduate,.484534611013226,41.0,31.0,41.0,11.0,21.0,64.0,54.0,50.0,50.0,50.0,50.0,46.0,21.0,10,56.0,40.0,80.0,50.0,2,2.0,55.0,26.0,41.0,2.0,61,66,50,50.0,45.0,60,16.0,11.0,11.0,95.0,0.0,neutral,63,3969,41.0,41.0,41.0,False,True,False
58,Town,Donald Trump,False,Donald Trump,Fixing the Highway system,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1954,Male,High school graduate,.847649185791497,80.0,7.0,20.0,1.0,15.0,40.0,20.0,55.0,85.0,80.0,80.0,10.0,10.0,50,88.0,45.0,85.0,75.0,41,1.0,75.0,32.0,50.0,0.0,85,75,85,85.0,85.0,90,5.0,0.0,15.0,60.0,-60.0,dislike,66,4356,20.0,20.0,20.0,False,False,False
59,Suburb,Hillary Clinton,False,Joe Biden,"If you are a rich entitled individual -- either republican or democrat -- you are delighted with the hateful situation in the country. If you are anyone else you should be fearful, distrustful and very very worried.",Not at all worried,Liberal,Democrat,Favor a little,Oppose strongly,Favor a little,Favor a moderate amount,White,1944,Female,4-year degree,1.01524645761951,0.0,91.0,81.0,74.0,89.0,55.0,80.0,85.0,52.0,79.0,96.0,87.0,67.0,82,69.0,57.0,29.0,0.0,60,21.0,86.0,37.0,49.0,69.0,80,61,76,65.0,50.0,98,50.0,10.0,60.0,91.0,81.0,like,76,5776,81.0,81.0,81.0,True,False,True
60,Town,Hillary Clinton,False,Joe Biden,We have the wrong president to help us thrive.,Very worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Favor a great deal,Neither favor nor oppose,White,1942,Female,High school graduate,1.02515128827396,16.0,100.0,87.0,70.0,50.0,60.0,50.0,70.0,70.0,62.0,59.0,51.0,19.0,51,50.0,51.0,15.0,21.0,41,6.0,50.0,40.0,50.0,16.0,71,61,61,69.0,51.0,59,50.0,3.0,50.0,61.0,71.0,like,78,6084,87.0,87.0,87.0,True,False,False
61,Suburb,Donald Trump,False,Donald Trump,The communists AKA democrats.,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1950,Male,4-year degree,1.12080996836952,100.0,3.0,2.0,0.0,5.0,2.0,1.0,79.0,100.0,81.0,80.0,2.0,2.0,10,89.0,4.0,99.0,100.0,60,3.0,16.0,16.0,31.0,2.0,70,69,86,99.0,70.0,71,9.0,60.0,0.0,51.0,-98.0,dislike,70,4900,2.0,2.0,2.0,False,False,False
62,City,Did not vote,False,Probably will not vote,crime,Very worried,Moderate,Independent,Favor a moderate amount,Oppose somewhat,Neither favor nor oppose,Favor a moderate amount,Black,1947,Female,High school graduate,1.63859922992978,18.0,85.0,50.0,50.0,58.0,54.0,51.0,89.0,89.0,88.0,81.0,81.0,48.0,67,54.0,50.0,47.0,53.0,50,50.0,64.0,50.0,50.0,50.0,50,50,64,50.0,50.0,75,50.0,33.0,50.0,62.0,32.0,neutral,73,5329,50.0,50.0,50.0,True,False,False
63,Suburb,Hillary Clinton,False,Someone else,"The survival of an ethical open Democracy (voting rights, gerrymandering, constitutional separation of powers diminishing, purchasing and undue influence on government officials).",Very worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a moderate amount,Neither favor nor oppose,White,1946,Female,4-year degree,1.06326693941721,13.0,86.0,50.0,100.0,100.0,66.0,72.0,85.0,94.0,88.0,95.0,84.0,53.0,92,94.0,94.0,43.0,4.0,51,3.0,92.0,4.0,65.0,10.0,85,72,71,47.0,73.0,93,3.0,10.0,51.0,95.0,37.0,neutral,74,5476,50.0,50.0,50.0,True,False,True
64,Suburb,Hillary Clinton,False,Joe Biden,Climate change and partly because we refuse to face the urgency of the problem.,A little worried,Liberal,Democrat,Oppose a little,Neither favor nor disagree,Oppose a little,Favor a little,White,1930,Female,Post-graduate,1.02996454702489,5.0,76.0,37.0,73.0,64.0,55.0,39.0,67.0,64.0,71.0,67.0,59.0,64.0,66,63.0,50.0,22.0,6.0,21,5.0,50.0,50.0,22.0,26.0,68,59,60,31.0,50.0,87,44.0,22.0,71.0,74.0,32.0,dislike,90,8100,37.0,37.0,37.0,True,False,False
65,Town,Donald Trump,False,Donald Trump,politicians,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a little,White,1935,Female,4-year degree,1.00415246677689,94.0,5.0,0.0,2.0,1.0,10.0,7.0,91.0,93.0,93.0,95.0,9.0,5.0,11,51.0,60.0,74.0,94.0,29,9.0,59.0,41.0,58.0,9.0,79,55,86,96.0,50.0,92,55.0,35.0,35.0,91.0,-94.0,dislike,85,7225,0.0,0.0,0.0,False,False,False
66,Rural,Hillary Clinton,False,Joe Biden,Trump,Moderately worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Oppose a little,Oppose a moderate amount,White,1952,Female,High school graduate,1.02515128827396,0.0,100.0,33.0,34.0,96.0,96.0,42.0,90.0,49.0,21.0,50.0,50.0,0.0,71,50.0,51.0,3.0,0.0,53,0.0,22.0,0.0,61.0,1.0,80,50,30,1.0,53.0,94,12.0,0.0,10.0,76.0,33.0,dislike,68,4624,33.0,33.0,33.0,True,True,False
67,Rural,Donald Trump,False,Donald Trump,illegals,Moderately worried,Conservative,Democrat,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1949,Female,High school graduate,.968155932229058,99.0,4.0,3.0,3.0,37.0,32.0,3.0,13.0,98.0,10.0,47.0,1.0,3.0,48,52.0,62.0,67.0,100.0,33,24.0,31.0,3.0,39.0,8.0,80,50,34,51.0,83.0,71,26.0,30.0,22.0,19.0,-96.0,dislike,71,5041,3.0,3.0,3.0,False,True,False
68,Rural,Donald Trump,False,Donald Trump,The way the democrats are dividing the country just because Hillary did not win and they are so jealous of Trump. the democrats seem evil and are shooting themselves in the foot because of the impeachment. They do not care about America but only themselves.,Moderately worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1939,Female,High school graduate,.929783697332345,98.0,4.0,7.0,0.0,0.0,1.0,1.0,90.0,98.0,89.0,94.0,10.0,20.0,11,50.0,17.0,77.0,100.0,43,12.0,15.0,43.0,24.0,9.0,73,38,75,100.0,61.0,82,19.0,22.0,66.0,96.0,-91.0,dislike,81,6561,7.0,7.0,7.0,False,True,False
69,City,Donald Trump,False,Donald Trump,"Immigration & wanting to impeach our President who is doing his best to make this country better in so many ways. Let the man do his job, and leave him alone.",A little worried,Conservative,Republican,Oppose a moderate amount,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1948,Female,High school graduate,.954396916008379,89.0,5.0,6.0,7.0,6.0,,4.0,38.0,91.0,3.0,21.0,4.0,4.0,30,4.0,50.0,69.0,58.0,7,3.0,34.0,37.0,47.0,5.0,59,58,38,56.0,57.0,72,53.0,48.0,53.0,6.0,-83.0,dislike,72,5184,6.0,6.0,6.0,False,False,False
70,City,Donald Trump,False,Donald Trump,"hate, attackon the President",Not at all worried,Conservative,Republican,Oppose a great deal,Favor strongly,Oppose a little,Oppose a great deal,Black,1942,Female,Some college,.999047189556699,86.0,41.0,20.0,15.0,10.0,14.0,3.0,35.0,56.0,19.0,33.0,13.0,8.0,5,10.0,8.0,77.0,57.0,6,32.0,32.0,43.0,36.0,8.0,49,38,58,71.0,17.0,29,31.0,9.0,28.0,21.0,-66.0,dislike,78,6084,20.0,20.0,20.0,False,False,False
71,Town,Donald Trump,False,Donald Trump,illegals,A little worried,Conservative,Republican,Neither favor nor oppose,Neither favor nor disagree,Oppose a great deal,Favor a little,White,1944,Female,High school graduate,.929783697332345,75.0,5.0,1.0,1.0,18.0,22.0,1.0,3.0,72.0,15.0,1.0,1.0,1.0,20,24.0,25.0,78.0,89.0,1,1.0,0.0,0.0,2.0,0.0,75,32,16,94.0,32.0,54,0.0,0.0,1.0,35.0,-74.0,dislike,76,5776,1.0,1.0,1.0,False,False,False
72,Town,Donald Trump,False,Someone else,Healthcare,Moderately worried,Liberal,Democrat,Favor a great deal,Oppose somewhat,Favor a little,Oppose a moderate amount,White,1990,Male,Post-graduate,.512553308873863,38.0,84.0,66.0,62.0,65.0,59.0,,72.0,70.0,64.0,61.0,57.0,52.0,32,56.0,78.0,27.0,32.0,44,24.0,59.0,48.0,42.0,31.0,87,70,47,50.0,75.0,78,36.0,40.0,50.0,64.0,28.0,neutral,30,900,66.0,66.0,66.0,True,True,True
73,Rural,Hillary Clinton,False,Joe Biden,Climate change,Extremely worried,Liberal,Democrat,Favor a little,Oppose strongly,Favor a great deal,Favor a great deal,White,1950,Female,Post-graduate,1.12291843396482,0.0,99.0,97.0,91.0,81.0,100.0,99.0,89.0,62.0,94.0,83.0,89.0,99.0,99,98.0,100.0,11.0,6.0,37,3.0,100.0,2.0,67.0,6.0,100,96,100,98.0,100.0,99,2.0,3.0,91.0,97.0,97.0,like,70,4900,97.0,97.0,97.0,True,True,True
74,City,Donald Trump,False,Donald Trump,Getting rid of the Democratic Party,A little worried,Conservative,Republican,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,White,1947,Male,4-year degree, ,100.0,0.0,1.0,1.0,0.0,0.0,1.0,92.0,100.0,0.0,75.0,1.0,1.0,1,57.0,78.0,100.0,49.0,51,47.0,84.0,57.0,28.0,0.0,90,59,82,100.0,64.0,91,51.0,37.0,49.0,3.0,-99.0,dislike,73,5329,1.0,1.0,1.0,False,False,False
75,Town,Donald Trump,False,Donald Trump,Congress,Moderately worried,Conservative,Republican,Favor a great deal,Oppose strongly,Favor a moderate amount,Favor a moderate amount,White,1945,Female,Some college,.978087269873647,99.0,46.0,13.0,48.0,53.0,17.0,,64.0,96.0,93.0,64.0,17.0,78.0,23,72.0,57.0,59.0,70.0,16,6.0,61.0,31.0,67.0,38.0,80,59,29,57.0,42.0,91,51.0,19.0,36.0,59.0,-86.0,dislike,75,5625,13.0,13.0,13.0,False,True,True
76,City,Hillary Clinton,False,Joe Biden,income inequality.,Moderately worried,Moderate,Democrat,Favor a moderate amount,Oppose strongly,Favor a little,Favor a moderate amount,White,1945,Male,High school graduate,1.02858846973928,11.0,75.0,85.0,66.0,75.0,80.0,31.0,75.0,80.0,70.0,65.0,65.0,66.0,85,81.0,70.0,50.0,6.0,6,3.0,75.0,3.0,66.0,26.0,86,90,85,36.0,90.0,90,25.0,2.0,60.0,65.0,74.0,like,75,5625,85.0,85.0,85.0,True,True,True
77,Town,Hillary Clinton,False,Donald Trump,Security.,A little worried,Conservative,Republican,Favor a little,Neither favor nor disagree,Favor a great deal,Favor a great deal,Hispanic,1971,Female,4-year degree,1.16081841289456,91.0,7.0,5.0,35.0,30.0,3.0,3.0,91.0,91.0,91.0,88.0,88.0,78.0,13,75.0,52.0,82.0,77.0,77,70.0,82.0,75.0,75.0,76.0,85,76,74,91.0,81.0,78,76.0,72.0,76.0,93.0,-86.0,dislike,49,2401,5.0,5.0,5.0,False,False,True
78,Town,Someone else,False,Probably will not vote,healthcare,Moderately worried,Conservative,Independent,Favor a little,Favor somewhat,Favor a moderate amount,Neither favor nor oppose,Hispanic,1989,Female,Post-graduate,1.23759485564508,66.0,48.0,39.0,34.0,27.0,59.0,27.0,28.0,36.0,48.0,41.0,42.0,38.0,33,37.0,43.0,48.0,43.0,35,22.0,38.0,30.0,31.0,41.0,27,33,49,40.0,37.0,36,43.0,37.0,34.0,50.0,-27.0,dislike,31,961,39.0,39.0,39.0,False,True,True
79,Suburb,Did not vote,False,Probably will not vote,lack of cooperation between democrats and republicans to the point that nothing positive is ever going to occur.,Not at all worried,Moderate,Independent,Neither favor nor oppose,Oppose somewhat,Neither favor nor oppose,Neither favor nor oppose,White,1954,Female,Some college,.943888008360966,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,50,50.0,50.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50.0,50,50,50,50.0,50.0,50,50.0,50.0,50.0,50.0,0.0,neutral,66,4356,50.0,50.0,50.0,False,False,False
80,Suburb,Donald Trump,False,Donald Trump,The Democrats trying to turn AMERICA into a 3rd World Shit Hole,A little worried,Conservative,Republican,Oppose a moderate amount,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1953,Female,2-year degree,.964187113748541,21.0,10.0,3.0,9.0,3.0,2.0,3.0,52.0,54.0,51.0,51.0,12.0,2.0,3,6.0,3.0,97.0,97.0,19,41.0,41.0,21.0,28.0,10.0,74,60,18,100.0,44.0,89,21.0,62.0,2.0,31.0,-18.0,dislike,67,4489,3.0,3.0,3.0,False,False,False
81,Town,Donald Trump,False,Donald Trump,Medical prescription costs,A little worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1938,Female,High school graduate,.954396916008379,90.0,9.0,13.0,13.0,10.0,3.0,12.0,51.0,60.0,41.0,52.0,51.0,41.0,5,51.0,16.0,91.0,93.0,15,9.0,10.0,11.0,39.0,0.0,52,69,42,11.0,50.0,60,31.0,51.0,69.0,8.0,-77.0,dislike,82,6724,13.0,13.0,13.0,False,False,False
82,Town,Hillary Clinton,False,Joe Biden,Donald Trump's the problem,Extremely worried,Liberal,Democrat,Favor a moderate amount,Oppose strongly,Favor a great deal,Favor a great deal,Black,1968,Female,Some college,.884818557089412,1.0,100.0,99.0,100.0,100.0,99.0,56.0,100.0,50.0,98.0,61.0,57.0,68.0,100,99.0,96.0,1.0,1.0,47,12.0,55.0,18.0,17.0,30.0,72,39,70,16.0,92.0,100,48.0,1.0,25.0,68.0,98.0,like,52,2704,99.0,99.0,99.0,True,True,True
83,Rural,Donald Trump,True,Donald Trump,COOL,A little worried,Conservative,Democrat,Favor a little,Favor somewhat,Favor a moderate amount,Favor a moderate amount,White,1990,Male,4-year degree,1.02692373072857,78.0,78.0,65.0,79.0,78.0,76.0,61.0,68.0,59.0,71.0,67.0,68.0,68.0,74,67.0,64.0,75.0,75.0,76,69.0,66.0,65.0,66.0,82.0,72,69,70,77.0,87.0,68,78.0,72.0,73.0,72.0,-13.0,neutral,30,900,65.0,65.0,65.0,False,False,True
84,Town,Hillary Clinton,False,Joe Biden, ,Moderately worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Neither favor nor oppose,Oppose a little,White,1992,Female,4-year degree,1.28631448971959,2.0,99.0,69.0,99.0,64.0,74.0,80.0,63.0,48.0,60.0,52.0,59.0,60.0,60,,94.0,29.0,0.0,42,15.0,59.0,58.0,50.0,59.0,42,69,47,61.0,69.0,81,65.0,13.0,65.0,58.0,67.0,neutral,28,784,69.0,69.0,69.0,True,True,False
85,Suburb,Hillary Clinton,False,Someone else,Income distribution.,Very worried,Conservative,Republican,Favor a little,Oppose strongly,Favor a little,Favor a little,White,1980,Female,4-year degree,1.08295150660022,22.0,42.0,15.0,26.0,18.0,23.0,29.0,22.0,50.0,11.0,43.0,19.0,33.0,23,59.0,70.0,51.0,29.0,28,13.0,21.0,21.0,28.0,8.0,62,29,30,33.0,31.0,51,31.0,20.0,25.0,45.0,-7.0,dislike,40,1600,15.0,15.0,15.0,False,False,True
86,City,Hillary Clinton,False,Someone else,Race and race relations.,Moderately worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a moderate amount,Favor a great deal,Black,1987,Female,4-year degree,1.2643077984045,0.0,100.0,65.0,75.0,85.0,,75.0,75.0,75.0,75.0,75.0,75.0,50.0,50,50.0,50.0,0.0,18.0,70,0.0,0.0,49.0,49.0,0.0,50,50,70,50.0,50.0,70,50.0,50.0,50.0,75.0,65.0,neutral,33,1089,65.0,65.0,65.0,True,True,False
87,Town,Someone else,False,Joe Biden,Lack of dedication to truth,Moderately worried,Moderate,Independent,Favor a moderate amount,Oppose strongly,Favor a little,Favor a little,White,1948,Male,Post-graduate,.886078329105804,4.0,51.0,50.0,67.0,64.0,68.0,54.0,54.0,47.0,68.0,52.0,55.0,36.0,96,69.0,65.0,50.0,28.0,27,28.0,46.0,29.0,52.0,19.0,61,56,59,81.0,60.0,82,46.0,15.0,49.0,71.0,46.0,neutral,72,5184,50.0,50.0,50.0,True,True,True
88,Suburb,Donald Trump,False,Donald Trump,FAKE NEWS!!!!,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Neither favor nor oppose,Oppose a great deal,White,1949,Male,Post-graduate,.862853007457012,100.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,48,55.0,50.0,90.0,100.0,63,14.0,59.0,50.0,50.0,0.0,100,100,91,100.0,100.0,100,52.0,48.0,51.0,100.0,-100.0,dislike,71,5041,0.0,0.0,0.0,False,False,False
89,Town,Donald Trump,False,Joe Biden,No,A little worried,Conservative,Democrat,Favor a little,Favor strongly,Favor a little,Neither favor nor oppose,Hispanic,1987,Female,No HS diploma,.750759633752783,56.0,36.0,49.0,52.0,47.0,37.0,60.0,69.0,29.0,33.0,39.0,69.0,53.0,39,37.0,51.0,35.0,49.0,67,32.0,54.0,38.0,33.0,73.0,42,41,59,53.0,53.0,48,43.0,48.0,41.0,40.0,-7.0,neutral,33,1089,49.0,49.0,49.0,False,False,True
90,Town,Hillary Clinton,False,Joe Biden,National debt,Very worried,Liberal,Democrat,Oppose a moderate amount,Oppose strongly,Favor a little,Neither favor nor oppose,Hispanic,1946,Male,Post-graduate, ,0.0,71.0,85.0,41.0,76.0,50.0,10.0,50.0,50.0,55.0,80.0,26.0,55.0,90,96.0,81.0,34.0,6.0,60,21.0,75.0,6.0,60.0,50.0,75,86,76,50.0,75.0,90,26.0,30.0,50.0,61.0,85.0,like,74,5476,85.0,85.0,85.0,True,False,False
91,Rural,Did not vote,False,Probably will not vote,Not sure,Moderately worried,,Independent,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1993,Female,High school graduate,1.08673596743961,32.0,54.0,49.0,52.0,51.0,50.0,52.0,49.0,52.0,53.0,54.0,48.0,50.0,50,52.0,52.0,52.0,51.0,52,48.0,49.0,53.0,48.0,53.0,49,49,50,54.0,52.0,49,50.0,51.0,50.0,47.0,17.0,neutral,27,729,49.0,49.0,49.0,True,True,False
92,Suburb,Donald Trump,False,Donald Trump,Illegal immigration,Not at all worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,Hispanic,1943,Male,High school graduate,1.53150473801671,98.0,11.0,1.0,0.0,0.0,0.0,0.0,97.0,97.0,89.0,87.0,0.0,0.0,1,0.0,0.0,99.0,85.0,2,0.0,9.0,17.0,70.0,0.0,96,19,83,99.0,6.0,80,34.0,0.0,0.0,0.0,-97.0,dislike,77,5929,1.0,1.0,1.0,False,False,False
93,Town,Donald Trump,False,Donald Trump,The education of the people,A little worried,Conservative,Republican,Oppose a moderate amount,Oppose somewhat,Favor a little,Neither favor nor oppose,Hispanic,1948,Male,Some college, ,78.0,50.0,40.0,38.0,43.0,41.0,26.0,64.0,76.0,77.0,67.0,56.0,50.0,71,67.0,66.0,66.0,64.0,49,31.0,60.0,60.0,63.0,60.0,70,67,70,65.0,63.0,67,65.0,49.0,51.0,79.0,-38.0,dislike,72,5184,40.0,40.0,40.0,False,False,False
94,Suburb,Did not vote,False,Probably will not vote,"The climate and preservation of the planet earth , it’s wildlife and murderous killing of people and all life, with no legal actions executed immediately.",Very worried,,Independent,Favor a great deal,Oppose strongly,Neither favor nor oppose,Oppose a moderate amount,White,1951,Female,High school graduate,.875772471178101,0.0,61.0,70.0,89.0,90.0,59.0,61.0,87.0,43.0,63.0,56.0,43.0,59.0,85,63.0,18.0,54.0,0.0,44,14.0,59.0,10.0,56.0,43.0,81,59,30,42.0,62.0,72,42.0,19.0,56.0,89.0,70.0,neutral,69,4761,70.0,70.0,70.0,True,False,False
95,Suburb,Hillary Clinton,False,Joe Biden,The president.,Not at all worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a moderate amount,Favor a great deal,White,1947,Female,Some college,1.02094882538262,0.0,100.0,100.0,71.0,70.0,99.0,60.0,50.0,50.0,50.0,51.0,50.0,50.0,85,99.0,94.0,25.0,0.0,0,0.0,96.0,56.0,95.0,0.0,100,94,95,41.0,95.0,100,30.0,0.0,69.0,50.0,100.0,like,73,5329,100.0,100.0,100.0,True,False,False
96,Rural,Someone else,False,Someone else,The USA is going down Hill,Moderately worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Neither favor nor oppose,Neither favor nor oppose,Hispanic,1940,Female,Post-graduate,1.04218514159586,2.0,98.0,48.0,,72.0,36.0,44.0,99.0,62.0,68.0,1.0,66.0,31.0,43,97.0,54.0,54.0,34.0,3,0.0,35.0,7.0,43.0,27.0,39,89,31,18.0,38.0,57,6.0,0.0,27.0,30.0,46.0,neutral,80,6400,48.0,48.0,48.0,True,True,False
97,Town,Hillary Clinton,False,Probably will not vote,Climate change,Very worried,Liberal,Democrat,Favor a great deal,Neither favor nor disagree,Favor a great deal,Favor a great deal,White,1997,Female,Some college,1.08428147456979,2.0,61.0,29.0,85.0,100.0,36.0,13.0,51.0,50.0,51.0,49.0,50.0,44.0,65,66.0,58.0,25.0,10.0,51,53.0,54.0,53.0,49.0,57.0,52,50,51,49.0,50.0,50,48.0,49.0,50.0,52.0,27.0,dislike,23,529,29.0,29.0,29.0,True,False,True
